source_dataset,time,geo,iso_alpha,size_emp,nace_r2,indic_is,unit,value,status
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_ADOWN,PC_ENT,1.93,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_ADOWN,PC_ENT_AI_TANY,21.55,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_ADOWN,PC_ENT_IUSE,1.95,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AEXT,PC_ENT,2.91,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AEXT,PC_ENT_AI_TANY,32.51,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AEXT,PC_ENT_IUSE,2.94,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AMOWN,PC_ENT,3.53,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AMOWN,PC_ENT_AI_TANY,39.44,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AMOWN,PC_ENT_IUSE,3.57,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AOS,PC_ENT,3.32,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AOS,PC_ENT_AI_TANY,37.11,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_AOS,PC_ENT_IUSE,3.35,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_ARDY,PC_ENT,4.94,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_ARDY,PC_ENT_AI_TANY,55.23,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_ARDY,PC_ENT_IUSE,4.99,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BCDP,PC_ENT,3.75,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,41.82,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_TX,4.17,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BCDP,PC_ENT_IUSE,3.79,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BCST,PC_ENT,2.97,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BCST,PC_ENT_AI_EC,33.21,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BCST,PC_ENT_AI_TX,3.31,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BCST,PC_ENT_IUSE,3.01,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BDDT,PC_ENT,3.74,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BDDT,PC_ENT_AI_EC,41.8,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BDDT,PC_ENT_AI_TX,4.17,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BDDT,PC_ENT_IUSE,3.78,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT,2.09,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,23.3,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,2.33,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,2.11,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BINC,PC_ENT,3.85,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,43.01,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,4.29,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BINC,PC_ENT_IUSE,3.89,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BLE,PC_ENT,5.55,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BLE,PC_ENT_AI_EC,62.0,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BLE,PC_ENT_AI_TX,6.19,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BLE,PC_ENT_IUSE,5.61,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BLEG,PC_ENT,4.21,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BLEG,PC_ENT_AI_EC,46.98,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BLEG,PC_ENT_AI_TX,4.69,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BLEG,PC_ENT_IUSE,4.25,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BNU,PC_ENT,2.46,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BNU,PC_ENT_AI_EC,27.5,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BNU,PC_ENT_AI_TX,2.74,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_BNU,PC_ENT_IUSE,2.49,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_CC,PC_ENT,6.61,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_CC,PC_ENT_IUSE,6.68,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_DA,PC_ENT,4.47,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_DA,PC_ENT_IUSE,4.52,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_EC,PC_ENT,8.96,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_EC,PC_ENT_AI_TX,9.98,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_EC,PC_ENT_IUSE,9.05,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_P1GE2,PC_ENT,3.75,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_P1GE2,PC_ENT_AI_TANY,41.88,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_P1GE2,PC_ENT_IUSE,3.79,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_P1GE3,PC_ENT,1.69,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_P1GE3,PC_ENT_AI_TANY,18.9,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,1.71,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PBAM,PC_ENT,2.62,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,29.28,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PBAM,PC_ENT_IUSE,2.65,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PFIN,PC_ENT,2.83,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PFIN,PC_ENT_AI_TANY,31.66,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PFIN,PC_ENT_IUSE,2.86,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PITS,PC_ENT,2.22,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PITS,PC_ENT_AI_TANY,24.88,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PITS,PC_ENT_IUSE,2.25,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PLOG,PC_ENT,0.52,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PLOG,PC_ENT_AI_TANY,5.82,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PLOG,PC_ENT_IUSE,0.53,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PMS,PC_ENT,2.63,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PMS,PC_ENT_AI_TANY,29.38,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PMS,PC_ENT_IUSE,2.66,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PPP,PC_ENT,2.97,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PPP,PC_ENT_AI_TANY,33.22,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PPP,PC_ENT_IUSE,3.0,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PRDI,PC_ENT,1.95,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PRDI,PC_ENT_AI_TANY,21.8,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_PRDI,PC_ENT_IUSE,1.97,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TANY,PC_ENT,8.94,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TANY,PC_ENT_IUSE,9.04,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TAR,PC_ENT,0.55,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TAR,PC_ENT_IUSE,0.56,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TGE2,PC_ENT,4.66,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TGE2,PC_ENT_IUSE,4.71,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TGE3,PC_ENT,2.36,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TGE3,PC_ENT_IUSE,2.38,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TIR,PC_ENT,1.94,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TIR,PC_ENT_IUSE,1.96,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TML,PC_ENT,3.4,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TML,PC_ENT_IUSE,3.44,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TNLG,PC_ENT,2.2,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TNLG,PC_ENT_IUSE,2.22,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TPA,PC_ENT,2.55,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TPA,PC_ENT_IUSE,2.58,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TSR,PC_ENT,2.75,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TSR,PC_ENT_IUSE,2.78,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TTM,PC_ENT,4.96,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TTM,PC_ENT_IUSE,5.01,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TX,PC_ENT,89.76,
isoc_eb_ai,2023,AT,AUT,10-49,C10-S951_X_K,E_AI_TX,PC_ENT_IUSE,90.73,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_ADOWN,PC_ENT,5.21,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_ADOWN,PC_ENT_AI_TANY,30.83,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_ADOWN,PC_ENT_IUSE,5.21,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AEXT,PC_ENT,7.89,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AEXT,PC_ENT_AI_TANY,46.66,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AEXT,PC_ENT_IUSE,7.89,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AMOWN,PC_ENT,8.23,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AMOWN,PC_ENT_AI_TANY,48.65,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AMOWN,PC_ENT_IUSE,8.23,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AOS,PC_ENT,6.02,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AOS,PC_ENT_AI_TANY,35.59,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_AOS,PC_ENT_IUSE,6.02,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_ARDY,PC_ENT,8.32,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_ARDY,PC_ENT_AI_TANY,49.2,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_ARDY,PC_ENT_IUSE,8.32,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,5.5,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,35.91,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_TX,6.62,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_IUSE,5.5,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BCST,PC_ENT,4.34,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BCST,PC_ENT_AI_EC,28.36,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BCST,PC_ENT_AI_TX,5.23,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BCST,PC_ENT_IUSE,4.34,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BDDT,PC_ENT,7.1,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BDDT,PC_ENT_AI_EC,46.35,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BDDT,PC_ENT_AI_TX,8.54,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BDDT,PC_ENT_IUSE,7.1,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BEC,PC_ENT,2.95,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,19.25,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,3.55,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,2.95,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BINC,PC_ENT,6.89,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,45.0,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,8.3,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BINC,PC_ENT_IUSE,6.89,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BLE,PC_ENT,9.96,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BLE,PC_ENT_AI_EC,65.04,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BLE,PC_ENT_AI_TX,11.99,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BLE,PC_ENT_IUSE,9.96,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BLEG,PC_ENT,6.13,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BLEG,PC_ENT_AI_EC,40.06,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BLEG,PC_ENT_AI_TX,7.39,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BLEG,PC_ENT_IUSE,6.13,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BNU,PC_ENT,3.57,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BNU,PC_ENT_AI_EC,23.31,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BNU,PC_ENT_AI_TX,4.3,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_BNU,PC_ENT_IUSE,3.57,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_CC,PC_ENT,14.43,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_CC,PC_ENT_IUSE,14.43,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_DA,PC_ENT,11.18,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_DA,PC_ENT_IUSE,11.18,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_EC,PC_ENT,15.31,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_EC,PC_ENT_AI_TX,18.44,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_EC,PC_ENT_IUSE,15.31,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_P1GE2,PC_ENT,9.93,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_P1GE2,PC_ENT_AI_TANY,58.74,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_P1GE2,PC_ENT_IUSE,9.93,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT,4.73,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_AI_TANY,27.98,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,4.73,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,4.57,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,27.02,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_IUSE,4.57,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PFIN,PC_ENT,6.33,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PFIN,PC_ENT_AI_TANY,37.45,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PFIN,PC_ENT_IUSE,6.33,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PITS,PC_ENT,5.63,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PITS,PC_ENT_AI_TANY,33.31,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PITS,PC_ENT_IUSE,5.63,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PLOG,PC_ENT,2.43,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PLOG,PC_ENT_AI_TANY,14.39,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PLOG,PC_ENT_IUSE,2.43,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PMS,PC_ENT,4.92,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PMS,PC_ENT_AI_TANY,29.07,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PMS,PC_ENT_IUSE,4.92,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PPP,PC_ENT,6.28,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PPP,PC_ENT_AI_TANY,37.15,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PPP,PC_ENT_IUSE,6.28,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PRDI,PC_ENT,4.88,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PRDI,PC_ENT_AI_TANY,28.88,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_PRDI,PC_ENT_IUSE,4.88,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TANY,PC_ENT,16.91,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TANY,PC_ENT_IUSE,16.91,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TAR,PC_ENT,2.41,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TAR,PC_ENT_IUSE,2.41,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TGE2,PC_ENT,9.57,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TGE2,PC_ENT_IUSE,9.57,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TGE3,PC_ENT,5.46,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TGE3,PC_ENT_IUSE,5.46,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TIR,PC_ENT,3.69,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TIR,PC_ENT_IUSE,3.69,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TML,PC_ENT,8.65,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TML,PC_ENT_IUSE,8.65,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TNLG,PC_ENT,3.37,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TNLG,PC_ENT_IUSE,3.37,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TPA,PC_ENT,6.25,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TPA,PC_ENT_IUSE,6.25,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TSR,PC_ENT,4.02,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TSR,PC_ENT_IUSE,4.02,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TTM,PC_ENT,8.66,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TTM,PC_ENT_IUSE,8.66,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TX,PC_ENT,83.05,
isoc_eb_ai,2023,AT,AUT,50-249,C10-S951_X_K,E_AI_TX,PC_ENT_IUSE,83.05,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_ADOWN,PC_ENT,2.67,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_ADOWN,PC_ENT_AI_TANY,24.75,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_ADOWN,PC_ENT_IUSE,2.69,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AEXT,PC_ENT,4.08,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AEXT,PC_ENT_AI_TANY,37.77,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AEXT,PC_ENT_IUSE,4.11,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AMOWN,PC_ENT,4.75,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AMOWN,PC_ENT_AI_TANY,44.03,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AMOWN,PC_ENT_IUSE,4.79,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AOS,PC_ENT,3.96,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AOS,PC_ENT_AI_TANY,36.74,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_AOS,PC_ENT_IUSE,4.0,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_ARDY,PC_ENT,5.84,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_ARDY,PC_ENT_AI_TANY,54.14,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_ARDY,PC_ENT_IUSE,5.89,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BCDP,PC_ENT,4.08,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,40.23,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_TX,4.63,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BCDP,PC_ENT_IUSE,4.11,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BCST,PC_ENT,3.23,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BCST,PC_ENT_AI_EC,31.9,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BCST,PC_ENT_AI_TX,3.67,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BCST,PC_ENT_IUSE,3.26,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BDDT,PC_ENT,4.41,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BDDT,PC_ENT_AI_EC,43.51,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BDDT,PC_ENT_AI_TX,5.0,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BDDT,PC_ENT_IUSE,4.45,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BEC,PC_ENT,2.23,
isoc_eb_ai,2023,AT,AUT,GE10,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,22.0,
